name,alias,coarse_categories,fine_categories,cuisines,associated_cuisines,area,countries,region1,region2,region3,region4,region5,text_description
Singapore hokkien mee,[{'no_alias': 'not_stated'}],['noodle'],['egg noodle' 'rice noodle' 'stir-fried noodle'],['Singaporean'],['Indonesian' 'Singaporean' 'Malaysian'],['Fujian' 'Singapore'],['Singapore' 'China'],Eastern Asia,South Eastern Asia,,,,"The dish consists of egg noodles and rice noodles stir-fried with egg, slices of pork, prawns and squid. The key to the dish is copious quantities of an aromatic broth made from prawns and pork bones, slowly simmered for many hours. Sambal chilli and calamansi limes are served on the side for the diner to blend in, giving it an extra zing and tanginess."
Penang hokkien mee,[{'Penang Har Mee': 'Cantonese'}],['noodle'],['egg noodle' 'rice vermicelli' 'noodle soup'],['Malaysian'],['Indonesian' 'Singaporean' 'Malaysian'],['Fujian' 'Penang'],['Malaysia' 'China'],Eastern Asia,South Eastern Asia,,,,"The dish primarily consists of rice vermicelli and thicker yellow egg noodles, while the broth is made with prawn heads and shells, and pork ribs. Sliced prawns or shrimps are also added into the dish, along with pork slices, hard boiled eggs, and kangkung."
Singapore hae mee,[{'no_alias': []}],['noodle'],['egg noodle' 'rice noodle' 'noodle soup'],['Singaporean'],['Indonesian' 'Singaporean' 'Malaysian'],['Fujian' 'Singapore'],['Singapore' 'China'],Eastern Asia,South Eastern Asia,,,,"The dish consists of egg noodles and rice noodles are served in richly flavoured dark soup stock with prawns, pork slices, fish cake slices, and bean sprouts topped with fried shallots and spring onion. The stock is made using dried shrimps, prawn heads, white pepper, garlic and other spices."
Hokkien char mee,[{'no_alias': ''}],['noodle'],['egg noodle'],['Malaysian'],['Indonesian' 'Singaporean' 'Malaysian'],['Fujian' 'Kuala Lumpur'],['Malaysia'],South Eastern Asia,,,,,"The dish consists of thick yellow noodles braised in thick dark soy sauce with pork, squid, fish cake and cabbage as the main ingredients and cubes of pork fat fried until crispy (sometimes pork liver is included)."
Lo mein,"[{'撈麵': 'traditional Chinese'}, {'撈麪': 'traditional Chinese'}, {'捞面': 'simplified Chinese'}, {'lou1 min6': 'Cantonese Yale'}, {'lāo miàn': 'pinyin'}, {'húntun': 'pinyin'}, {'餛飩': 'traditional Chinese'}, {'馄饨': 'simplified Chinese'}]",['noodle'],['egg noodle'],['Chinese'],['Chinese'],['Guangdong'],['China'],Eastern Asia,,,,,"The dish is made of thin flour-and-egg noodles which are notable for their elastic texture.  It often contains Vegetable and some type of meat or seafood, usually beef, chicken, pork, or shrimp. It may also be served with wontons, and it can also be eaten with just Vegetable."
Mee goreng,[],['noodle'],['stir-fried noodle'],['Bruneian' 'Singaporean' 'Malaysian'],['Bruneian' 'Singaporean' 'Malaysian' 'Indian'],['Brunei' 'Singapore' 'Malaysia'],['Brunei Darussalam' 'Singapore' 'Malaysia'],South Eastern Asia,,,,,"The dish is prepared by stir-frying noodles with Vegetable, eggs, and other ingredients such as tofu and meat. Another version may include spices, tomato sauce, potatoes, cabbage, and sweet soy sauce. A slice of lime, usually of the calamansi variety, is often placed at the side of the plate as a garnish."
Mee siam,[{'Siamese noodle': 'Malay'}],['noodle'],['egg noodle' 'rice noodle'],['Malaysian'],['Singaporean' 'Malaysian'],['Penang' 'Peninsular Malaysia' 'Singapore'],['Singapore' 'Malaysia'],South Eastern Asia,,,,,"The dish consists of thin rice vermicelli of hot, sweet and sour flavours. the dish usually served along any of the followings sides: fried chicken, fried or boiled egg, speciality sambal, otak-otak, and luncheon meat."
Pad thai,"[{'Pad Thai': 'English'}, {'phat Thai': 'not_stated'}, {'phad Thai': 'not_stated'}, {'ผัดไทย': 'Thai'}, {'Kuai Tiao Pad Thai': 'Thai'}, {'ก๋วยเตี๋ยว': 'Thai'}, {'guê2 diao5': 'Teochew (Chinese)'}, {'shahe fen': 'Chinese'}, {'kuyteav': 'Khmer (Cambodia)'}, {'hủ tiếu': 'Vietnamese'}, {'kway teow': 'Malay'}]",['noodle'],['stir-fried noodle' 'rice noodle'],['Thai'],['Thai'],['Thailand'],['Thailand'],South Eastern Asia,,,,,"The dish is typically made with rice noodles, shrimp, peanuts, scrambled egg and bean sprouts. The ingredients are fried in a wok."
Pancit,"[{'パンシット': 'Japanese'}, {'班竹': 'Chinese'}, {'판시트': 'Korean'}, {'панцит': 'Russian'}, {'pancit': 'English'}, {'پنشیت': 'Urdu'}, {'პანსიტი': 'Georgian'}, {'գրանցած': 'Armenian'}, {'పాన్సిట్': 'Telugu'}, {'পন্সিট': 'Bengali'}, {'pansít': 'not_stated'}]",['noodle'],['stir-fried noodle' 'egg noodle'],['Filipino'],['Filipino'],['Philippines'],['Philippines'],South Eastern Asia,,,,,"The dish is most commonly cooked by sautéing  them with garlic, onions, Vegetable (commonly carrots, green beans, cabbage, bell peppers, chayote, bottle gourd, patola, oyster mushrooms, and cauliflower, among others), and meat or seafood (including shrimp, fish, squid, crab, oysters, clams, and fish balls)."
Pancit bihon,[{'no_alias': []}],['noodle'],['stir-fried noodle' 'rice vermicelli'],['Filipino'],['Filipino'],['Philippines'],['Philippines'],South Eastern Asia,,,,,"The dish is most commonly cooked by sautéing  them with garlic, onions, Vegetable (commonly carrots, green beans, cabbage, bell peppers, chayote, bottle gourd, patola, oyster mushrooms, and cauliflower, among others), and meat or seafood (including shrimp, fish, squid, crab, oysters, clams, and fish balls)."
Pad see ew,"[{'phat si-io': 'not_stated'}, {'pad siew': 'not_stated'}, {'ผัดซีอิ๊ว': 'Thai'}, {'RTGS': 'not_stated'}]",['noodle'],['stir-fried noodle' 'rice noodle'],['Thai'],['Thai'],['Thailand'],['Thailand'],South Eastern Asia,,,,,"The dish is made with light soy sauce, dark soy sauce, garlic, broad rice noodles called kuaitiao sen yai, broccoli, egg, and tofu or some form of thinly sliced meat – commonly pork, chicken, beef, shrimp, or mixed seafood. It is generally garnished with ground white pepper. The dish is prepared in a wok, which allows the black soy sauce added at the end of the cooking process to stick to the noodles for an exaggerated caramelizing and charring effect."
Rat na,"[{'ราดหน้า': 'Thai'}, {'RTGS': 'not_stated'}, {'pronounced [râːt.nâː]': 'not_stated'}, {'lâːt nâː': 'Thai colloquial speech'}]",['noodle'],['stir-fried noodle' 'rice noodle'],['Thai'],['Chinese' 'Thai'],['Thailand'],['Thailand'],South Eastern Asia,,,,,"The dish is made with stir-fried wide rice noodles, a meat such as chicken, beef, pork, or seafood or tofu, garlic, straw mushrooms, and gai lan. The dish is then covered in a sauce made of stock and tapioca starch, or cornstarch. It is seasoned with sweet soy sauce, fish sauce, sugar, and black pepper."
Shanghai fried noodles,"[{'上海粗炒': 'Chinese'}, {'Shànghǎi Cūchǎo': 'Pinyin'}]",['noodle'],['stir-fried noodle'],['Chinese'],['Chinese'],['Shanghai'],['China'],Eastern Asia,,,,,"The dish are typically stir-fried with beef cutlets, bok choy, and onion, or with pork and Chinese yellow chives."
Singapore-style noodles,"[{'星洲炒米': 'Chinese'}, {'xīngzhōu chǎomǐ': 'Chinese (Pinyin)'}, {'sing1 zau1 caau2 mai5': 'Jyutping'}]",['noodle'],['stir-fried noodle' 'rice vermicelli'],['Cantonese'],['Cantonese' 'Hong Kong'],['Hong Kong'],['Hong Kong'],Eastern Asia,,,,,"The dish are typically stir-fried cooked rice vermicelli, curry powder, Vegetable, scrambled eggs and meat, most commonly char siu pork, and/or prawn or chicken."
Ifumi,[{'section': 'not_stated'}],['noodle'],['deep fried noodle'],['Indonesian'],['Chinese' 'Indonesian'],['Java'],['Indonesia'],South Eastern Asia,,,,,The dish served in a thick savoury sauce with pieces of meat or seafood and Vegetable. The dishes are to be served hot while the noodles are still crisp until the noodles are softened by the sauce and are ready to be eaten.
Mie kering,[{'Mie Titi': 'not_stated'}],['noodle'],['deep fried noodle'],['Indonesian'],['Chinese' 'Indonesian'],['Makassar'],['Indonesia'],South Eastern Asia,,,,,"The dish is a type of dried noodle served with thick gravy and sliced chicken, shrimp, mushrooms, liver, and squid."
Mi krop,"[{'หมี่กรอบ': 'Thai'}, {'Mee krob': 'English'}, {'Mi krop ror ha': 'Thai'}]",['noodle'],['deep fried noodle' 'rice vermicelli'],['Thai'],['Thai'],['Thailand'],['Thailand'],South Eastern Asia,,,,,"The dish consists of crispy fried thin rice noodles mixed with fried tofu, fried shrimp, pork, or a combination, and sauced with a mixture of lemon or lime juice, fish sauce, tomato paste, kaffir lime leaves, chilis, and sugar. The dish can be garnished with scallions, bean sprouts, cilantro, chilis, and fried egg strips."
Buldak Ramen,"[{'불닭볶음면': 'Korean'}, {'buldak-bokkeum-myeon': 'Korean'}, {'fire chicken stir-fried noodles': 'Korean'}]",['noodle'],['stir-fried noodle' 'instant noodle'],['South Korean'],['South Korean'],['Korea'],['Korea'],Eastern Asia,,,,,"The dish is a type of 'stir-fried' dry noodle: after boiling, the noodles are drained, and mixed with a spicy sauce and a topping."
Jajangmyeon,"[{'자장면': 'Korean'}, {'짜장면': 'Korean'}, {'자장': 'Korean'}, {'짜장': 'Korean'}]",['noodle'],['stir-fried noodle' 'egg noodle'],['Korean'],['Korean' 'Chinese'],['Korea'],['Korea' 'China'],Eastern Asia,,,,,"The dish is a noodle dish topped with a thick sauce made of chunjang, diced pork, and Vegetable. Variants of the dish may include seafood or other meats. The sauce is darker and sweeter compared to similar dishes."
Kesme,[{'erişte': 'Turkish'}],['noodle'],['egg noodle' 'noodle soup'],['Turkish'],['Turkish' 'Iranian'],['Turkey'],['Turkey'],Western Asia,,,,,"The dish is made from flour, egg, water, salt and milk. The dish may be boiled immediately in a broth often containing ingredients such as potatoes, meat, carrots, peppers, and tomatoes, or left to harden and stored."
Khow suey,"[{'ခေါက်ဆွဲ': 'Burmese'}, {'no_alias': 'not_stated'}]",['noodle'],['egg noodle' 'noodle soup'],['Burmese'],['Burmese'],['Lower Myanmar'],['Myanmar' 'Pakistan'],Southern Asia,South Eastern Asia,,,,"The is a noodle soup made of egg noodles and curried beef or chicken with coconut milk, served with a variety of contrasting condiments. A squeeze of lemon also adds tanginess."
Laping,[{'no_alias': 'not_stated'}],['noodle'],['egg noodle'],['Tibetan'],['Tibetan' 'Sichuan'],['Tibet'],['China'],Eastern Asia,,,,,"The dish is a spicy cold plain flour noodle dish basically garnished with tsulazi (chilli oil), soy sauce, vinegar, etc,. It is made of mungbean starch."
Laghman,"[{'لەغمەن': 'Uyghur'}, {'leghmen': 'Uyghur'}, {'ләғмән': 'Uyghur'}, {'лағман': 'Kazakh'}, {'lagʻmon': 'Uzbek'}, {'лағмон': 'Tajik'}, {'lağmon': 'Tajik'}, {'拉条子': 'Chinese'}, {'latiaozi': 'Chinese'}, {'拌面': 'Chinese'}, {'bànmiàn': 'Chinese'}]",['noodle'],['pulled noodle'],['Chinese'],['Chinese'],['Xinjiang'],"['China' 'Kazakhstan' 'Kyrgyzstan' 'Russia' 'Afghanistan' 'Turkmenistan'
 'Uzbekistan' 'Tajikistan']",Southern Asia,Central Asia,Eastern Asia,Eastern Europe,,"The dish is prepared with meat (mainly lamb or beef), Vegetable and pulled long noodles. The Vegetable usually include bell peppers, eggplants, radish, potatoes, onions, garlic, and spices."
Maggi goreng,[{'no_alias': True}],['noodle'],['stir-fried noodle' 'instant noodle'],['Malaysian'],['Bruneian' 'Singaporean' 'Malaysian' 'Indian'],['Malaysia'],['Malaysia'],South Eastern Asia,,,,,"The dish uses Maggi brand of instant noodles, prepared with hot water before stir-frying, instead of fresh yellow noodles."
Mee Bandung Muar,[{'مي باندوڠ\u200e': 'Jawi'}],['noodle'],['egg noodle' 'noodle soup'],['Malaysian'],['Malaysian'],['Johor'],['Malaysia' 'Singapore'],South Eastern Asia,,,,,"The dish is a cuisine that was originally cooked with yellow noodles coupled with egg in addition to a thick broth-gravy made of a combination of dried shrimps, onion, spices, shrimp paste and chilies. Then the dish was upgraded by adding prawn, meat, fish cakes and Vegetable."
Meeshay,"[{'မြီးရှေ': 'Burmese'}, {'mri: hre': 'Burmese'}, {'[mjíʃè]': 'Burmese'}, {'mi shay': 'not_stated'}, {'mee shay': 'not_stated'}, {'mee shei': 'not_stated'}]",['noodle'],['rice noodle'],['Burmese'],['Burmese' 'Chinese'],['Shan State'],['Myanmar'],South Eastern Asia,,,,,The dish is made of rice noodles with a meat sauce. The meat sauce is mainly made with pork or chicken. All forms of this dish may be accompanied by mohnyin tjin and clear soup usually of chicken broth with scallions.
Mì Quảng,[{'mỳ Quảng': 'Vietnamese'}],['noodle'],['rice noodle'],['Vietnamese'],['Vietnamese'],['Quang Nam'],['Vietnam'],South Eastern Asia,,,,,"The main ingredients of the dish are rice noodles, meat, and herbs, most commonly served with a small amount of broth, which is generally infused with turmeric. Peanut oil can also be added to make the dish more flavorful."
Mie ayam,[{'mi ayam': 'Indonesian'}],['noodle'],['egg noodle'],['Indonesian'],['Chinese' 'Indonesian'],['Indonesia'],['Indonesia'],South Eastern Asia,,,,,"The dish consists of yellow wheat noodle boiled in water until it achieves an al dente texture and mixed in a bowl with cooking oil, soy sauce, and garlic. The oil can be chicken fat, lard, vegetable oil, or garlic oil. The chicken meat is diced and cooked in soy sauce and other seasonings including garlic."
Mont di,"[{'မုန့်တီ': 'Burmese'}, {'mont di': 'English'}]",['noodle'],['rice vermicelli' 'noodle soup'],['Burmese'],['Burmese'],['Myanmar'],['Myanmar'],South Eastern Asia,,,,,"The dish consists of rice vermicelli mixed with a thin soup made of daggertooth pike conger, called thinbaw htoe, Rakhine ngapi and lemongrass. Dry roasted pike conger eel flakes, fried onion and garlic, fresh coriander, red and green chili paste are added."
Nan gyi thohk,[{'no_alias': 'not_stated'}],['noodle'],['rice noodle'],['Burmese'],['Burmese'],['Mandalay'],['Myanmar'],South Eastern Asia,,,,,"The dish is made with thick round rice noodles mixed with specially prepared chicken curry and chili oil. The dish is garnished with toasted chickpea flour, sliced onions, chilis, crispy noodles, slices of hard-boiled egg, fish cakes, and zested with lime or lemon."
Ohn no khao swè,"[{'အုန်းနို့ခေါက်ဆွဲ': 'Burmese'}, {'un: nui. hkauk hcwai::': 'Burmese (MLCTS)'}, {'ʔóʊɰ̃ no̰ kʰaʊʔ sʰwɛ́:': 'Burmese (IPA)'}]",['noodle'],['wheat noodle' 'noodle soup'],['Burmese'],['Burmese'],['Myanmar'],['Myanmar'],South Eastern Asia,,,,,"The dish consists of wheat noodles in a curried chicken and coconut milk broth thickened with gram flour (chickpea flour). It features wheat noodles in a rich broth made with curried chicken and coconut milk, thickened with gram flour. Crispy fried bean fritters, hard-boiled eggs, sliced raw onions, chili peppers, and crispy noodles are added to the dish. Fish sauce and lime or lemon juice are then drizzled over everything."
Pancit Malabon,"[{'year': 1991, 'event': 'World Wide Web is released to the public.'}, {'year': 2003, 'event': 'Human Genome Project is completed.'}, {'year': 2008, 'event': 'Large Hadron Collider is operational.'}, {'year': 2010, 'event': 'iPad is released by Apple.'}, {'year': 2020, 'event': 'Global COVID-19 pandemic.'}]",['noodle'],['rice noodle'],['Filipino'],['Filipino'],['Metro Manila'],['Philippines'],South Eastern Asia,,,,,"The dish uses thick rice noodles. Its sauce has a yellow-orange hue, attributable to achuete (annatto seeds), shrimp broth, and flavor seasoned with patis (fish sauce for a complex umami flavor) and taba ng talangka (crab fat). Local fresh seafood toppings may include cooked shrimp, squid, smoked bangus (milkfish), mussels, and/or oysters. Other optional garnishes can include pork, hard-boiled duck/hen eggs, crushed chicharrón (pork rinds), chopped green onions, lightly browned sautéed minced garlic, and spritz of calamansi juice."
Yaka mein,[{'Old Sober': 'not_stated'}],['noodle'],['wheat noodle' 'noodle soup'],['American'],['American' 'Chinese'],['Louisana'],['United States' 'Canada'],Northern America,,,,,The soup consists of stewed beef (such as brisket) in beef-based broth served on top of noodles and garnished with half a hard-boiled egg and chopped green onions. Cajun or Creole seasoning and chili powder are often added to the broth.
